"index" "risk" "risk_base" "risk_percent_diff" "risk_percent_point_diff" "risk_relative"
"53maletertiary10100" 6.1 2.4 154 3.7 2.5
"53maletertiary10101" 7.5 2.4 212 5.1 3.1
"53maletertiary10110" 5.9 2.4 146 3.5 2.5
"53maletertiary10111" 7.2 2.4 200 4.8 3
"53maletertiary11000" 8.1 2.4 238 5.7 3.4
"53maletertiary11001" 9.9 2.4 312 7.5 4.1
"53maletertiary11010" 7.9 2.4 229 5.5 3.3
"53maletertiary11011" 9.6 2.4 300 7.2 4
"53maletertiary11100" 9.7 2.4 304 7.3 4
"53maletertiary11101" 11.8 2.4 392 9.4 4.9
"53maletertiary11110" 9.5 2.4 296 7.1 4
"53maletertiary11111" 11.6 2.4 383 9.2 4.8
"54femalebasic00000" 2.4 1.4 71 1 1.7
"54femalebasic00001" 3.6 1.4 157 2.2 2.6
"54femalebasic00010" 2.3 1.4 64 0.9 1.6
"54femalebasic00011" 3.4 1.4 143 2 2.4
"54femalebasic00100" 3.3 1.4 136 1.9 2.4
"54femalebasic00101" 5 1.4 257 3.6 3.6
"54femalebasic00110" 3.2 1.4 129 1.8 2.3
"54femalebasic00111" 4.7 1.4 236 3.3 3.4
"54femalebasic01000" 3.9 1.4 179 2.5 2.8
"54femalebasic01001" 5.8 1.4 314 4.4 4.1
"54femalebasic01010" 3.7 1.4 164 2.3 2.6
"54femalebasic01011" 5.6 1.4 300 4.2 4
"54femalebasic01100" 5.4 1.4 286 4 3.9
"54femalebasic01101" 8 1.4 471 6.6 5.7
"54femalebasic01110" 5.1 1.4 264 3.7 3.6
"54femalebasic01111" 7.6 1.4 443 6.2 5.4
"54femalebasic10000" 4.2 1.4 200 2.8 3
"54femalebasic10001" 5.2 1.4 271 3.8 3.7
"54femalebasic10010" 4 1.4 186 2.6 2.9
"54femalebasic10011" 4.9 1.4 250 3.5 3.5
"54femalebasic10100" 5 1.4 257 3.6 3.6
"54femalebasic10101" 6.1 1.4 336 4.7 4.4
"54femalebasic10110" 4.8 1.4 243 3.4 3.4
"54femalebasic10111" 5.8 1.4 314 4.4 4.1
"54femalebasic11000" 6.8 1.4 386 5.4 4.9
"54femalebasic11001" 8.3 1.4 493 6.9 5.9
"54femalebasic11010" 6.5 1.4 364 5.1 4.6
"54femalebasic11011" 8 1.4 471 6.6 5.7
"54femalebasic11100" 7.9 1.4 464 6.5 5.6
"54femalebasic11101" 9.7 1.4 593 8.3 6.9
"54femalebasic11110" 7.6 1.4 443 6.2 5.4
"54femalebasic11111" 9.3 1.4 564 7.9 6.6
"54femalepostgraduate00000" 1.4 1.4 0 0 1
"54femalepostgraduate00001" 2.1 1.4 50 0.7 1.5
"54femalepostgraduate00010" 1.4 1.4 0 0 1
"54femalepostgraduate00011" 2 1.4 43 0.6 1.4
"54femalepostgraduate00100" 2 1.4 43 0.6 1.4
"54femalepostgraduate00101" 3 1.4 114 1.6 2.1
"54femalepostgraduate00110" 1.9 1.4 36 0.5 1.4
"54femalepostgraduate00111" 2.8 1.4 100 1.4 2
"54femalepostgraduate01000" 2.3 1.4 64 0.9 1.6
"54femalepostgraduate01001" 3.5 1.4 150 2.1 2.5
"54femalepostgraduate01010" 2.2 1.4 57 0.8 1.6
"54femalepostgraduate01011" 3.3 1.4 136 1.9 2.4
"54femalepostgraduate01100" 3.2 1.4 129 1.8 2.3
"54femalepostgraduate01101" 4.8 1.4 243 3.4 3.4
"54femalepostgraduate01110" 3.1 1.4 121 1.7 2.2
"54femalepostgraduate01111" 4.6 1.4 229 3.2 3.3
"54femalepostgraduate10000" 2.5 1.4 79 1.1 1.8
"54femalepostgraduate10001" 3.1 1.4 121 1.7 2.2
"54femalepostgraduate10010" 2.4 1.4 71 1 1.7
"54femalepostgraduate10011" 2.9 1.4 107 1.5 2.1
"54femalepostgraduate10100" 3 1.4 114 1.6 2.1
"54femalepostgraduate10101" 3.7 1.4 164 2.3 2.6
"54femalepostgraduate10110" 2.8 1.4 100 1.4 2
"54femalepostgraduate10111" 3.5 1.4 150 2.1 2.5
"54femalepostgraduate11000" 4.1 1.4 193 2.7 2.9
"54femalepostgraduate11001" 5 1.4 257 3.6 3.6
"54femalepostgraduate11010" 3.9 1.4 179 2.5 2.8
"54femalepostgraduate11011" 4.8 1.4 243 3.4 3.4
"54femalepostgraduate11100" 4.8 1.4 243 3.4 3.4
"54femalepostgraduate11101" 5.9 1.4 321 4.5 4.2
"54femalepostgraduate11110" 4.6 1.4 229 3.2 3.3
"54femalepostgraduate11111" 5.7 1.4 307 4.3 4.1
"54femalesecondary00000" 2 1.4 43 0.6 1.4
"54femalesecondary00001" 3 1.4 114 1.6 2.1
"54femalesecondary00010" 1.9 1.4 36 0.5 1.4
"54femalesecondary00011" 2.9 1.4 107 1.5 2.1
"54femalesecondary00100" 2.8 1.4 100 1.4 2
"54femalesecondary00101" 4.2 1.4 200 2.8 3
"54femalesecondary00110" 2.7 1.4 93 1.3 1.9
"54femalesecondary00111" 4 1.4 186 2.6 2.9
"54femalesecondary01000" 3.3 1.4 136 1.9 2.4
"54femalesecondary01001" 5 1.4 257 3.6 3.6
"54femalesecondary01010" 3.2 1.4 129 1.8 2.3
"54femalesecondary01011" 4.7 1.4 236 3.3 3.4
"54femalesecondary01100" 4.6 1.4 229 3.2 3.3
"54femalesecondary01101" 6.8 1.4 386 5.4 4.9
"54femalesecondary01110" 4.4 1.4 214 3 3.1
"54femalesecondary01111" 6.5 1.4 364 5.1 4.6
"54femalesecondary10000" 3.6 1.4 157 2.2 2.6
"54femalesecondary10001" 4.4 1.4 214 3 3.1
"54femalesecondary10010" 3.4 1.4 143 2 2.4
"54femalesecondary10011" 4.2 1.4 200 2.8 3
"54femalesecondary10100" 4.2 1.4 200 2.8 3
"54femalesecondary10101" 5.2 1.4 271 3.8 3.7
"54femalesecondary10110" 4 1.4 186 2.6 2.9
"54femalesecondary10111" 5 1.4 257 3.6 3.6
"54femalesecondary11000" 5.8 1.4 314 4.4 4.1
"54femalesecondary11001" 7.1 1.4 407 5.7 5.1
"54femalesecondary11010" 5.5 1.4 293 4.1 3.9
"54femalesecondary11011" 6.8 1.4 386 5.4 4.9
"54femalesecondary11100" 6.8 1.4 386 5.4 4.9
"54femalesecondary11101" 8.3 1.4 493 6.9 5.9
"54femalesecondary11110" 6.5 1.4 364 5.1 4.6
"54femalesecondary11111" 8 1.4 471 6.6 5.7
"54femaletertiary00000" 1.7 1.4 21 0.3 1.2
"54femaletertiary00001" 2.5 1.4 79 1.1 1.8
"54femaletertiary00010" 1.6 1.4 14 0.2 1.1
"54femaletertiary00011" 2.4 1.4 71 1 1.7
"54femaletertiary00100" 2.3 1.4 64 0.9 1.6
"54femaletertiary00101" 3.5 1.4 150 2.1 2.5
"54femaletertiary00110" 2.2 1.4 57 0.8 1.6
"54femaletertiary00111" 3.3 1.4 136 1.9 2.4
"54femaletertiary01000" 2.8 1.4 100 1.4 2
"54femaletertiary01001" 4.1 1.4 193 2.7 2.9
"54femaletertiary01010" 2.6 1.4 86 1.2 1.9
"54femaletertiary01011" 3.9 1.4 179 2.5 2.8
"54femaletertiary01100" 3.8 1.4 171 2.4 2.7
"54femaletertiary01101" 5.7 1.4 307 4.3 4.1
"54femaletertiary01110" 3.6 1.4 157 2.2 2.6
"54femaletertiary01111" 5.4 1.4 286 4 3.9
"54femaletertiary10000" 3 1.4 114 1.6 2.1
"54femaletertiary10001" 3.6 1.4 157 2.2 2.6
"54femaletertiary10010" 2.8 1.4 100 1.4 2
"54femaletertiary10011" 3.5 1.4 150 2.1 2.5
"54femaletertiary10100" 3.5 1.4 150 2.1 2.5
"54femaletertiary10101" 4.3 1.4 207 2.9 3.1
"54femaletertiary10110" 3.3 1.4 136 1.9 2.4
"54femaletertiary10111" 4.1 1.4 193 2.7 2.9
"54femaletertiary11000" 4.8 1.4 243 3.4 3.4
"54femaletertiary11001" 5.9 1.4 321 4.5 4.2
"54femaletertiary11010" 4.6 1.4 229 3.2 3.3
"54femaletertiary11011" 5.6 1.4 300 4.2 4
"54femaletertiary11100" 5.7 1.4 307 4.3 4.1
"54femaletertiary11101" 6.9 1.4 393 5.5 4.9
"54femaletertiary11110" 5.4 1.4 286 4 3.9
"54femaletertiary11111" 6.6 1.4 371 5.2 4.7
"54malebasic00000" 4.4 2.6 69 1.8 1.7
"54malebasic00001" 6.5 2.6 150 3.9 2.5
"54malebasic00010" 4.1 2.6 58 1.5 1.6
"54malebasic00011" 6.2 2.6 138 3.6 2.4
"54malebasic00100" 6 2.6 131 3.4 2.3
"54malebasic00101" 8.9 2.6 242 6.3 3.4
"54malebasic00110" 5.7 2.6 119 3.1 2.2
"54malebasic00111" 8.5 2.6 227 5.9 3.3
"54malebasic01000" 7 2.6 169 4.4 2.7
"54malebasic01001" 10.3 2.6 296 7.7 4
"54malebasic01010" 6.7 2.6 158 4.1 2.6
"54malebasic01011" 9.9 2.6 281 7.3 3.8
"54malebasic01100" 9.6 2.6 269 7 3.7
"54malebasic01101" 13.9 2.6 435 11.3 5.3
"54malebasic01110" 9.2 2.6 254 6.6 3.5
"54malebasic01111" 13.4 2.6 415 10.8 5.2
"54malebasic10000" 7.6 2.6 192 5 2.9
"54malebasic10001" 9.3 2.6 258 6.7 3.6
"54malebasic10010" 7.2 2.6 177 4.6 2.8
"54malebasic10011" 8.8 2.6 238 6.2 3.4
"54malebasic10100" 8.9 2.6 242 6.3 3.4
"54malebasic10101" 10.8 2.6 315 8.2 4.2
"54malebasic10110" 8.5 2.6 227 5.9 3.3
"54malebasic10111" 10.4 2.6 300 7.8 4
"54malebasic11000" 11.9 2.6 358 9.3 4.6
"54malebasic11001" 14.5 2.6 458 11.9 5.6
"54malebasic11010" 11.5 2.6 342 8.9 4.4
"54malebasic11011" 14 2.6 438 11.4 5.4
"54malebasic11100" 13.8 2.6 431 11.2 5.3
"54malebasic11101" 16.7 2.6 542 14.1 6.4
"54malebasic11110" 13.4 2.6 415 10.8 5.2
"54malebasic11111" 16.2 2.6 523 13.6 6.2
"54malepostgraduate00000" 2.6 2.6 0 0 1
"54malepostgraduate00001" 3.9 2.6 50 1.3 1.5
"54malepostgraduate00010" 2.5 2.6 -4 -0.1 1
"54malepostgraduate00011" 3.7 2.6 42 1.1 1.4
"54malepostgraduate00100" 3.6 2.6 38 1 1.4
"54malepostgraduate00101" 5.3 2.6 104 2.7 2
"54malepostgraduate00110" 3.4 2.6 31 0.8 1.3
"54malepostgraduate00111" 5.1 2.6 96 2.5 2
"54malepostgraduate01000" 4.2 2.6 62 1.6 1.6
"54malepostgraduate01001" 6.3 2.6 142 3.7 2.4
"54malepostgraduate01010" 4 2.6 54 1.4 1.5
"54malepostgraduate01011" 6 2.6 131 3.4 2.3
"54malepostgraduate01100" 5.8 2.6 123 3.2 2.2
"54malepostgraduate01101" 8.6 2.6 231 6 3.3
"54malepostgraduate01110" 5.6 2.6 115 3 2.2
"54malepostgraduate01111" 8.2 2.6 215 5.6 3.2
"54malepostgraduate10000" 4.6 2.6 77 2 1.8
"54malepostgraduate10001" 5.6 2.6 115 3 2.2
"54malepostgraduate10010" 4.3 2.6 65 1.7 1.7
"54malepostgraduate10011" 5.3 2.6 104 2.7 2
"54malepostgraduate10100" 5.4 2.6 108 2.8 2.1
"54malepostgraduate10101" 6.6 2.6 154 4 2.5
"54malepostgraduate10110" 5.1 2.6 96 2.5 2
"54malepostgraduate10111" 6.3 2.6 142 3.7 2.4
"54malepostgraduate11000" 7.3 2.6 181 4.7 2.8
"54malepostgraduate11001" 9 2.6 246 6.4 3.5
"54malepostgraduate11010" 7 2.6 169 4.4 2.7
"54malepostgraduate11011" 8.6 2.6 231 6 3.3
"54malepostgraduate11100" 8.6 2.6 231 6 3.3
"54malepostgraduate11101" 10.5 2.6 304 7.9 4
"54malepostgraduate11110" 8.3 2.6 219 5.7 3.2
"54malepostgraduate11111" 10.1 2.6 288 7.5 3.9
"54malesecondary00000" 3.7 2.6 42 1.1 1.4
"54malesecondary00001" 5.5 2.6 112 2.9 2.1
"54malesecondary00010" 3.5 2.6 35 0.9 1.3
"54malesecondary00011" 5.2 2.6 100 2.6 2
"54malesecondary00100" 5.1 2.6 96 2.5 2
"54malesecondary00101" 7.6 2.6 192 5 2.9
"54malesecondary00110" 4.8 2.6 85 2.2 1.8
"54malesecondary00111" 7.2 2.6 177 4.6 2.8
"54malesecondary01000" 6 2.6 131 3.4 2.3
"54malesecondary01001" 8.9 2.6 242 6.3 3.4
"54malesecondary01010" 5.7 2.6 119 3.1 2.2
"54malesecondary01011" 8.5 2.6 227 5.9 3.3
"54malesecondary01100" 8.2 2.6 215 5.6 3.2
"54malesecondary01101" 12 2.6 362 9.4 4.6
"54malesecondary01110" 7.8 2.6 200 5.2 3
"54malesecondary01111" 11.5 2.6 342 8.9 4.4
"54malesecondary10000" 6.5 2.6 150 3.9 2.5
"54malesecondary10001" 7.9 2.6 204 5.3 3
"54malesecondary10010" 6.1 2.6 135 3.5 2.3
"54malesecondary10011" 7.5 2.6 188 4.9 2.9
"54malesecondary10100" 7.6 2.6 192 5 2.9
"54malesecondary10101" 9.3 2.6 258 6.7 3.6
"54malesecondary10110" 7.2 2.6 177 4.6 2.8
"54malesecondary10111" 8.9 2.6 242 6.3 3.4
"54malesecondary11000" 10.3 2.6 296 7.7 4
"54malesecondary11001" 12.5 2.6 381 9.9 4.8
"54malesecondary11010" 9.9 2.6 281 7.3 3.8
"54malesecondary11011" 12 2.6 362 9.4 4.6
"54malesecondary11100" 12 2.6 362 9.4 4.6
"54malesecondary11101" 14.5 2.6 458 11.9 5.6
"54malesecondary11110" 11.5 2.6 342 8.9 4.4
"54malesecondary11111" 14 2.6 438 11.4 5.4
"54maletertiary00000" 3.1 2.6 19 0.5 1.2
"54maletertiary00001" 4.6 2.6 77 2 1.8
"54maletertiary00010" 2.9 2.6 12 0.3 1.1
"54maletertiary00011" 4.3 2.6 65 1.7 1.7
"54maletertiary00100" 4.2 2.6 62 1.6 1.6
"54maletertiary00101" 6.3 2.6 142 3.7 2.4
"54maletertiary00110" 4 2.6 54 1.4 1.5
"54maletertiary00111" 6 2.6 131 3.4 2.3
"54maletertiary01000" 5 2.6 92 2.4 1.9
"54maletertiary01001" 7.4 2.6 185 4.8 2.8
"54maletertiary01010" 4.7 2.6 81 2.1 1.8
"54maletertiary01011" 7 2.6 169 4.4 2.7
"54maletertiary01100" 6.8 2.6 162 4.2 2.6
"54maletertiary01101" 10 2.6 285 7.4 3.8
"54maletertiary01110" 6.5 2.6 150 3.9 2.5
"54maletertiary01111" 9.6 2.6 269 7 3.7
"54maletertiary10000" 5.4 2.6 108 2.8 2.1
"54maletertiary10001" 6.6 2.6 154 4 2.5
"54maletertiary10010" 5.1 2.6 96 2.5 2
"54maletertiary10011" 6.3 2.6 142 3.7 2.4
"54maletertiary10100" 6.3 2.6 142 3.7 2.4
"54maletertiary10101" 7.7 2.6 196 5.1 3
"54maletertiary10110" 6 2.6 131 3.4 2.3
"54maletertiary10111" 7.4 2.6 185 4.8 2.8
"54maletertiary11000" 8.6 2.6 231 6 3.3
"54maletertiary11001" 10.5 2.6 304 7.9 4
"54maletertiary11010" 8.2 2.6 215 5.6 3.2
"54maletertiary11011" 10 2.6 285 7.4 3.8
"54maletertiary11100" 10 2.6 285 7.4 3.8
"54maletertiary11101" 12.2 2.6 369 9.6 4.7
"54maletertiary11110" 9.6 2.6 269 7 3.7
"54maletertiary11111" 11.8 2.6 354 9.2 4.5
"55femalebasic00000" 2.6 1.5 73 1.1 1.7
"55femalebasic00001" 3.9 1.5 160 2.4 2.6
"55femalebasic00010" 2.4 1.5 60 0.9 1.6
"55femalebasic00011" 3.6 1.5 140 2.1 2.4
"55femalebasic00100" 3.5 1.5 133 2 2.3
"55femalebasic00101" 5.2 1.5 247 3.7 3.5
"55femalebasic00110" 3.3 1.5 120 1.8 2.2
"55femalebasic00111" 4.8 1.5 220 3.3 3.2
"55femalebasic01000" 4.2 1.5 180 2.7 2.8
"55femalebasic01001" 6.2 1.5 313 4.7 4.1
"55femalebasic01010" 3.9 1.5 160 2.4 2.6
"55femalebasic01011" 5.9 1.5 293 4.4 3.9
"55femalebasic01100" 5.6 1.5 273 4.1 3.7
"55femalebasic01101" 8.3 1.5 453 6.8 5.5
"55femalebasic01110" 5.3 1.5 253 3.8 3.5
"55femalebasic01111" 7.8 1.5 420 6.3 5.2
"55femalebasic10000" 4.5 1.5 200 3 3
"55femalebasic10001" 5.5 1.5 267 4 3.7
"55femalebasic10010" 4.2 1.5 180 2.7 2.8
"55femalebasic10011" 5.2 1.5 247 3.7 3.5
"55femalebasic10100" 5.2 1.5 247 3.7 3.5
"55femalebasic10101" 6.3 1.5 320 4.8 4.2
"55femalebasic10110" 4.9 1.5 227 3.4 3.3
"55femalebasic10111" 6 1.5 300 4.5 4
"55femalebasic11000" 7.2 1.5 380 5.7 4.8
"55femalebasic11001" 8.8 1.5 487 7.3 5.9
"55femalebasic11010" 6.8 1.5 353 5.3 4.5
"55femalebasic11011" 8.3 1.5 453 6.8 5.5
"55femalebasic11100" 8.2 1.5 447 6.7 5.5
"55femalebasic11101" 10 1.5 567 8.5 6.7
"55femalebasic11110" 7.8 1.5 420 6.3 5.2
"55femalebasic11111" 9.5 1.5 533 8 6.3
"55femalepostgraduate00000" 1.5 1.5 0 0 1
"55femalepostgraduate00001" 2.3 1.5 53 0.8 1.5
"55femalepostgraduate00010" 1.4 1.5 -7 -0.1 0.9
"55femalepostgraduate00011" 2.1 1.5 40 0.6 1.4
"55femalepostgraduate00100" 2.1 1.5 40 0.6 1.4
"55femalepostgraduate00101" 3.1 1.5 107 1.6 2.1
"55femalepostgraduate00110" 1.9 1.5 27 0.4 1.3
"55femalepostgraduate00111" 2.9 1.5 93 1.4 1.9
"55femalepostgraduate01000" 2.5 1.5 67 1 1.7
"55femalepostgraduate01001" 3.8 1.5 153 2.3 2.5
"55femalepostgraduate01010" 2.3 1.5 53 0.8 1.5
"55femalepostgraduate01011" 3.5 1.5 133 2 2.3
"55femalepostgraduate01100" 3.4 1.5 127 1.9 2.3
"55femalepostgraduate01101" 5 1.5 233 3.5 3.3
"55femalepostgraduate01110" 3.2 1.5 113 1.7 2.1
"55femalepostgraduate01111" 4.7 1.5 213 3.2 3.1
"55femalepostgraduate10000" 2.7 1.5 80 1.2 1.8
"55femalepostgraduate10001" 3.3 1.5 120 1.8 2.2
"55femalepostgraduate10010" 2.5 1.5 67 1 1.7
"55femalepostgraduate10011" 3.1 1.5 107 1.6 2.1
"55femalepostgraduate10100" 3.1 1.5 107 1.6 2.1
"55femalepostgraduate10101" 3.8 1.5 153 2.3 2.5
"55femalepostgraduate10110" 2.9 1.5 93 1.4 1.9
"55femalepostgraduate10111" 3.6 1.5 140 2.1 2.4
"55femalepostgraduate11000" 4.4 1.5 193 2.9 2.9
"55femalepostgraduate11001" 5.4 1.5 260 3.9 3.6
"55femalepostgraduate11010" 4.1 1.5 173 2.6 2.7
"55femalepostgraduate11011" 5 1.5 233 3.5 3.3
"55femalepostgraduate11100" 5 1.5 233 3.5 3.3
"55femalepostgraduate11101" 6.2 1.5 313 4.7 4.1
"55femalepostgraduate11110" 4.7 1.5 213 3.2 3.1
"55femalepostgraduate11111" 5.8 1.5 287 4.3 3.9
"55femalesecondary00000" 2.2 1.5 47 0.7 1.5
"55femalesecondary00001" 3.3 1.5 120 1.8 2.2
"55femalesecondary00010" 2 1.5 33 0.5 1.3
"55femalesecondary00011" 3.1 1.5 107 1.6 2.1
"55femalesecondary00100" 2.9 1.5 93 1.4 1.9
"55femalesecondary00101" 4.4 1.5 193 2.9 2.9
"55femalesecondary00110" 2.8 1.5 87 1.3 1.9
"55femalesecondary00111" 4.1 1.5 173 2.6 2.7
"55femalesecondary01000" 3.6 1.5 140 2.1 2.4
"55femalesecondary01001" 5.3 1.5 253 3.8 3.5
"55femalesecondary01010" 3.3 1.5 120 1.8 2.2
"55femalesecondary01011" 5 1.5 233 3.5 3.3
"55femalesecondary01100" 4.8 1.5 220 3.3 3.2
"55femalesecondary01101" 7.1 1.5 373 5.6 4.7
"55femalesecondary01110" 4.5 1.5 200 3 3
"55femalesecondary01111" 6.7 1.5 347 5.2 4.5
"55femalesecondary10000" 3.8 1.5 153 2.3 2.5
"55femalesecondary10001" 4.7 1.5 213 3.2 3.1
"55femalesecondary10010" 3.6 1.5 140 2.1 2.4
"55femalesecondary10011" 4.4 1.5 193 2.9 2.9
"55femalesecondary10100" 4.4 1.5 193 2.9 2.9
"55femalesecondary10101" 5.4 1.5 260 3.9 3.6
"55femalesecondary10110" 4.1 1.5 173 2.6 2.7
"55femalesecondary10111" 5.1 1.5 240 3.6 3.4
"55femalesecondary11000" 6.2 1.5 313 4.7 4.1
"55femalesecondary11001" 7.5 1.5 400 6 5
"55femalesecondary11010" 5.8 1.5 287 4.3 3.9
"55femalesecondary11011" 7.1 1.5 373 5.6 4.7
"55femalesecondary11100" 7.1 1.5 373 5.6 4.7
"55femalesecondary11101" 8.6 1.5 473 7.1 5.7
"55femalesecondary11110" 6.7 1.5 347 5.2 4.5
"55femalesecondary11111" 8.1 1.5 440 6.6 5.4
"55femaletertiary00000" 1.8 1.5 20 0.3 1.2
"55femaletertiary00001" 2.7 1.5 80 1.2 1.8
"55femaletertiary00010" 1.7 1.5 13 0.2 1.1
"55femaletertiary00011" 2.5 1.5 67 1 1.7
"55femaletertiary00100" 2.4 1.5 60 0.9 1.6
"55femaletertiary00101" 3.6 1.5 140 2.1 2.4
"55femaletertiary00110" 2.3 1.5 53 0.8 1.5
"55femaletertiary00111" 3.4 1.5 127 1.9 2.3
"55femaletertiary01000" 3 1.5 100 1.5 2
"55femaletertiary01001" 4.4 1.5 193 2.9 2.9
"55femaletertiary01010" 2.8 1.5 87 1.3 1.9
"55femaletertiary01011" 4.1 1.5 173 2.6 2.7
"55femaletertiary01100" 4 1.5 167 2.5 2.7
"55femaletertiary01101" 5.9 1.5 293 4.4 3.9
"55femaletertiary01110" 3.7 1.5 147 2.2 2.5
"55femaletertiary01111" 5.5 1.5 267 4 3.7
"55femaletertiary10000" 3.2 1.5 113 1.7 2.1
"55femaletertiary10001" 3.9 1.5 160 2.4 2.6
"55femaletertiary10010" 3 1.5 100 1.5 2
"55femaletertiary10011" 3.6 1.5 140 2.1 2.4
"55femaletertiary10100" 3.6 1.5 140 2.1 2.4
"55femaletertiary10101" 4.5 1.5 200 3 3
"55femaletertiary10110" 3.4 1.5 127 1.9 2.3
"55femaletertiary10111" 4.2 1.5 180 2.7 2.8
"55femaletertiary11000" 5.1 1.5 240 3.6 3.4
"55femaletertiary11001" 6.3 1.5 320 4.8 4.2
"55femaletertiary11010" 4.8 1.5 220 3.3 3.2
"55femaletertiary11011" 5.9 1.5 293 4.4 3.9
"55femaletertiary11100" 5.9 1.5 293 4.4 3.9
"55femaletertiary11101" 7.2 1.5 380 5.7 4.8
"55femaletertiary11110" 5.5 1.5 267 4 3.7
"55femaletertiary11111" 6.8 1.5 353 5.3 4.5
"55malebasic00000" 4.7 2.8 68 1.9 1.7
"55malebasic00001" 6.9 2.8 146 4.1 2.5
"55malebasic00010" 4.4 2.8 57 1.6 1.6
"55malebasic00011" 6.5 2.8 132 3.7 2.3
"55malebasic00100" 6.3 2.8 125 3.5 2.2
"55malebasic00101" 9.2 2.8 229 6.4 3.3
"55malebasic00110" 5.9 2.8 111 3.1 2.1
"55malebasic00111" 8.7 2.8 211 5.9 3.1
"55malebasic01000" 7.5 2.8 168 4.7 2.7
"55malebasic01001" 11 2.8 293 8.2 3.9
"55malebasic01010" 7.1 2.8 154 4.3 2.5
"55malebasic01011" 10.4 2.8 271 7.6 3.7
"55malebasic01100" 10 2.8 257 7.2 3.6
"55malebasic01101" 14.5 2.8 418 11.7 5.2
"55malebasic01110" 9.4 2.8 236 6.6 3.4
"55malebasic01111" 13.7 2.8 389 10.9 4.9
"55malebasic10000" 8.1 2.8 189 5.3 2.9
"55malebasic10001" 9.8 2.8 250 7 3.5
"55malebasic10010" 7.6 2.8 171 4.8 2.7
"55malebasic10011" 9.3 2.8 232 6.5 3.3
"55malebasic10100" 9.2 2.8 229 6.4 3.3
"55malebasic10101" 11.2 2.8 300 8.4 4
"55malebasic10110" 8.7 2.8 211 5.9 3.1
"55malebasic10111" 10.6 2.8 279 7.8 3.8
"55malebasic11000" 12.6 2.8 350 9.8 4.5
"55malebasic11001" 15.3 2.8 446 12.5 5.5
"55malebasic11010" 12 2.8 329 9.2 4.3
"55malebasic11011" 14.6 2.8 421 11.8 5.2
"55malebasic11100" 14.3 2.8 411 11.5 5.1
"55malebasic11101" 17.3 2.8 518 14.5 6.2
"55malebasic11110" 13.7 2.8 389 10.9 4.9
"55malebasic11111" 16.5 2.8 489 13.7 5.9
"55malepostgraduate00000" 2.8 2.8 0 0 1
"55malepostgraduate00001" 4.2 2.8 50 1.4 1.5
"55malepostgraduate00010" 2.6 2.8 -7 -0.2 0.9
"55malepostgraduate00011" 3.9 2.8 39 1.1 1.4
"55malepostgraduate00100" 3.7 2.8 32 0.9 1.3
"55malepostgraduate00101" 5.6 2.8 100 2.8 2
"55malepostgraduate00110" 3.5 2.8 25 0.7 1.2
"55malepostgraduate00111" 5.2 2.8 86 2.4 1.9
"55malepostgraduate01000" 4.5 2.8 61 1.7 1.6
"55malepostgraduate01001" 6.7 2.8 139 3.9 2.4
"55malepostgraduate01010" 4.3 2.8 54 1.5 1.5
"55malepostgraduate01011" 6.3 2.8 125 3.5 2.2
"55malepostgraduate01100" 6.1 2.8 118 3.3 2.2
"55malepostgraduate01101" 9 2.8 221 6.2 3.2
"55malepostgraduate01110" 5.7 2.8 104 2.9 2
"55malepostgraduate01111" 8.4 2.8 200 5.6 3
"55malepostgraduate10000" 4.9 2.8 75 2.1 1.8
"55malepostgraduate10001" 6 2.8 114 3.2 2.1
"55malepostgraduate10010" 4.5 2.8 61 1.7 1.6
"55malepostgraduate10011" 5.6 2.8 100 2.8 2
"55malepostgraduate10100" 5.6 2.8 100 2.8 2
"55malepostgraduate10101" 6.8 2.8 143 4 2.4
"55malepostgraduate10110" 5.2 2.8 86 2.4 1.9
"55malepostgraduate10111" 6.4 2.8 129 3.6 2.3
"55malepostgraduate11000" 7.8 2.8 179 5 2.8
"55malepostgraduate11001" 9.5 2.8 239 6.7 3.4
"55malepostgraduate11010" 7.4 2.8 164 4.6 2.6
"55malepostgraduate11011" 9 2.8 221 6.2 3.2
"55malepostgraduate11100" 8.9 2.8 218 6.1 3.2
"55malepostgraduate11101" 10.9 2.8 289 8.1 3.9
"55malepostgraduate11110" 8.4 2.8 200 5.6 3
"55malepostgraduate11111" 10.3 2.8 268 7.5 3.7
"55malesecondary00000" 4 2.8 43 1.2 1.4
"55malesecondary00001" 5.9 2.8 111 3.1 2.1
"55malesecondary00010" 3.7 2.8 32 0.9 1.3
"55malesecondary00011" 5.5 2.8 96 2.7 2
"55malesecondary00100" 5.3 2.8 89 2.5 1.9
"55malesecondary00101" 7.9 2.8 182 5.1 2.8
"55malesecondary00110" 5 2.8 79 2.2 1.8
"55malesecondary00111" 7.4 2.8 164 4.6 2.6
"55malesecondary01000" 6.4 2.8 129 3.6 2.3
"55malesecondary01001" 9.5 2.8 239 6.7 3.4
"55malesecondary01010" 6 2.8 114 3.2 2.1
"55malesecondary01011" 8.9 2.8 218 6.1 3.2
"55malesecondary01100" 8.5 2.8 204 5.7 3
"55malesecondary01101" 12.5 2.8 346 9.7 4.5
"55malesecondary01110" 8 2.8 186 5.2 2.9
"55malesecondary01111" 11.8 2.8 321 9 4.2
"55malesecondary10000" 6.9 2.8 146 4.1 2.5
"55malesecondary10001" 8.4 2.8 200 5.6 3
